---------------------------------------------
|        3 ≤ s ≤ 100    s < m < 110          |
|              SCOTT verified                |
|              time limit = 1000           |
---------------------------------------------

   m    |   s    |                   Method(s)                  |        α        |       runtime   
  73    |  3     |   FC                                         |  =     71/144   | runtime:  0.00
  74    |  3     |   FC                                         |  =     37/75    | runtime:  0.00
  76    |  3     |   FC                                         |  =     37/75    | runtime:  0.00
  77    |  3     |   FC                                         |  =     77/156   | runtime:  0.00
  79    |  3     |   FC                                         |  =     77/156   | runtime:  0.00
  80    |  3     |   FC                                         |  =     40/81    | runtime:  0.00
  82    |  3     |   FC                                         |  =     40/81    | runtime:  0.00
  83    |  3     |   FC                                         |  =     83/168   | runtime:  0.00
  85    |  3     |   FC                                         |  =     83/168   | runtime:  0.00
  86    |  3     |   FC                                         |  =     43/87    | runtime:  0.00
  88    |  3     |   FC                                         |  =     43/87    | runtime:  0.00
  89    |  3     |   FC                                         |  =     89/180   | runtime:  0.00
  91    |  3     |   FC                                         |  =     89/180   | runtime:  0.00
  92    |  3     |   FC                                         |  =     46/93    | runtime:  0.00
  94    |  3     |   FC                                         |  =     46/93    | runtime:  0.00
  95    |  3     |   FC                                         |  =     95/192   | runtime:  0.00
  97    |  3     |   FC                                         |  =     95/192   | runtime:  0.00
  98    |  3     |   FC                                         |  =     49/99    | runtime:  0.00
  100   |  3     |   FC                                         |  =     49/99    | runtime:  0.00
  101   |  3     |   FC                                         |  =    101/204   | runtime:  0.00
  103   |  3     |   FC                                         |  =    101/204   | runtime:  0.00
  104   |  3     |   FC                                         |  =     52/105   | runtime:  0.00
  106   |  3     |   FC                                         |  =     52/105   | runtime:  0.00
  107   |  3     |   FC                                         |  =    107/216   | runtime:  0.01
  109   |  3     |   FC                                         |  =    107/216   | runtime:  0.00
  110   |  3     |   FC                                         |  =     55/111   | runtime:  0.00
  5     |  4     |   FC                                         |  =      3/8     | runtime:  0.00
  7     |  4     |   FC                                         |  =      5/12    | runtime:  0.00
  9     |  4     |   FC                                         |  =      7/16    | runtime:  0.00
  11    |  4     |   FC                                         |  =      9/20    | runtime:  0.00
  13    |  4     |   FC                                         |  =     11/24    | runtime:  0.00
  15    |  4     |   FC                                         |  =     13/28    | runtime:  0.00
  17    |  4     |   FC                                         |  =     15/32    | runtime:  0.00
  19    |  4     |   FC                                         |  =     17/36    | runtime:  0.00
  21    |  4     |   FC                                         |  =     19/40    | runtime:  0.00
  23    |  4     |   FC                                         |  =     21/44    | runtime:  0.00
  25    |  4     |   FC                                         |  =     23/48    | runtime:  0.00
  27    |  4     |   FC                                         |  =     25/52    | runtime:  0.00
  29    |  4     |   FC                                         |  =     27/56    | runtime:  0.00
  31    |  4     |   FC                                         |  =     29/60    | runtime:  0.00
  33    |  4     |   FC                                         |  =     31/64    | runtime:  0.00
  35    |  4     |   FC                                         |  =     33/68    | runtime:  0.00
  37    |  4     |   FC                                         |  =     35/72    | runtime:  0.00
  39    |  4     |   FC                                         |  =     37/76    | runtime:  0.00
  41    |  4     |   FC                                         |  =     39/80    | runtime:  0.00
  43    |  4     |   FC                                         |  =     41/84    | runtime:  0.00
  45    |  4     |   FC                                         |  =     43/88    | runtime:  0.00
  47    |  4     |   FC                                         |  =     45/92    | runtime:  0.00
  49    |  4     |   FC                                         |  =     47/96    | runtime:  0.00
  51    |  4     |   FC                                         |  =     49/100   | runtime:  0.00
  53    |  4     |   FC                                         |  =     51/104   | runtime:  0.00
  55    |  4     |   FC                                         |  =     53/108   | runtime:  0.00
  57    |  4     |   FC                                         |  =     55/112   | runtime:  0.00
  59    |  4     |   FC                                         |  =     57/116   | runtime:  0.00
  61    |  4     |   FC                                         |  =     59/120   | runtime:  0.00
  63    |  4     |   FC                                         |  =     61/124   | runtime:  0.00
  65    |  4     |   FC                                         |  =     63/128   | runtime:  0.00
  67    |  4     |   FC                                         |  =     65/132   | runtime:  0.00
  69    |  4     |   FC                                         |  =     67/136   | runtime:  0.00
  71    |  4     |   FC                                         |  =     69/140   | runtime:  0.00
  73    |  4     |   FC                                         |  =     71/144   | runtime:  0.00
  75    |  4     |   FC                                         |  =     73/148   | runtime:  0.00
  77    |  4     |   FC                                         |  =     75/152   | runtime:  0.00
  79    |  4     |   FC                                         |  =     77/156   | runtime:  0.00
  81    |  4     |   FC                                         |  =     79/160   | runtime:  0.00
  83    |  4     |   FC                                         |  =     81/164   | runtime:  0.00
  85    |  4     |   FC                                         |  =     83/168   | runtime:  0.00
  87    |  4     |   FC                                         |  =     85/172   | runtime:  0.00
  89    |  4     |   FC                                         |  =     87/176   | runtime:  0.00
  91    |  4     |   FC                                         |  =     89/180   | runtime:  0.00
  93    |  4     |   FC                                         |  =     91/184   | runtime:  0.00
  95    |  4     |   FC                                         |  =     93/188   | runtime:  0.00
  97    |  4     |   FC                                         |  =     95/192   | runtime:  0.00
  99    |  4     |   FC                                         |  =     97/196   | runtime:  0.00
  101   |  4     |   FC                                         |  =     99/200   | runtime:  0.00
  103   |  4     |   FC                                         |  =    101/204   | runtime:  0.00
  105   |  4     |   FC                                         |  =    103/208   | runtime:  0.00
  107   |  4     |   FC                                         |  =    105/212   | runtime:  0.00
  109   |  4     |   FC                                         |  =    107/216   | runtime:  0.00
  6     |  5     |   FC                                         |  =      2/5     | runtime:  0.00
  7     |  5     |   FC                                         |  =      1/3     | runtime:  0.00
  8     |  5     |   FC                                         |  =      2/5     | runtime:  0.00
  9     |  5     |   FC                                         |  =      2/5     | runtime:  0.00
  11    |  5     |       INT                                    |  =     13/30    | runtime:  0.00
  12    |  5     |   FC                                         |  =      2/5     | runtime:  0.00
  13    |  5     |   FC                                         |  =     13/30    | runtime:  0.00
  14    |  5     |   FC                                         |  =     11/25    | runtime:  0.00
  16    |  5     |   FC                                         |  =     16/35    | runtime:  0.00
  17    |  5     |   FC                                         |  =     13/30    | runtime:  0.00
  18    |  5     |   FC                                         |  =      9/20    | runtime:  0.00
  19    |  5     |   FC                                         |  =     16/35    | runtime:  0.00
  21    |  5     |   FC                                         |  =      7/15    | runtime:  0.00
  22    |  5     |   FC                                         |  =      9/20    | runtime:  0.00
  23    |  5     |   FC                                         |  =     23/50    | runtime:  0.00
  24    |  5     |   FC                                         |  =      7/15    | runtime:  0.00
  26    |  5     |   FC                                         |  =     26/55    | runtime:  0.00
  27    |  5     |   FC                                         |  =     23/50    | runtime:  0.00
  28    |  5     |   FC                                         |  =      7/15    | runtime:  0.00
  29    |  5     |   FC                                         |  =     26/55    | runtime:  0.00
  31    |  5     |   FC                                         |  =     31/65    | runtime:  0.00
  32    |  5     |   FC                                         |  =      7/15    | runtime:  0.00
  33    |  5     |   FC                                         |  =     33/70    | runtime:  0.00
  34    |  5     |   FC                                         |  =     31/65    | runtime:  0.00
  36    |  5     |   FC                                         |  =     12/25    | runtime:  0.00
  37    |  5     |   FC                                         |  =     33/70    | runtime:  0.00
  38    |  5     |   FC                                         |  =     19/40    | runtime:  0.00
  39    |  5     |   FC                                         |  =     12/25    | runtime:  0.00
  41    |  5     |   FC                                         |  =     41/85    | runtime:  0.00
  42    |  5     |   FC                                         |  =     19/40    | runtime:  0.00
  43    |  5     |   FC                                         |  =     43/90    | runtime:  0.00
  44    |  5     |   FC                                         |  =     41/85    | runtime:  0.00
  46    |  5     |   FC                                         |  =     46/95    | runtime:  0.00
  47    |  5     |   FC                                         |  =     43/90    | runtime:  0.00
  48    |  5     |   FC                                         |  =     12/25    | runtime:  0.00
  49    |  5     |   FC                                         |  =     46/95    | runtime:  0.00
  51    |  5     |   FC                                         |  =     17/35    | runtime:  0.00
  52    |  5     |   FC                                         |  =     12/25    | runtime:  0.00
  53    |  5     |   FC                                         |  =     53/110   | runtime:  0.00
  54    |  5     |   FC                                         |  =     17/35    | runtime:  0.00
  56    |  5     |   FC                                         |  =     56/115   | runtime:  0.00
  57    |  5     |   FC                                         |  =     53/110   | runtime:  0.00
  58    |  5     |   FC                                         |  =     29/60    | runtime:  0.00
  59    |  5     |   FC                                         |  =     56/115   | runtime:  0.00
  61    |  5     |   FC                                         |  =     61/125   | runtime:  0.00
  62    |  5     |   FC                                         |  =     29/60    | runtime:  0.00
  63    |  5     |   FC                                         |  =     63/130   | runtime:  0.00
  64    |  5     |   FC                                         |  =     61/125   | runtime:  0.00
  66    |  5     |   FC                                         |  =     22/45    | runtime:  0.00
  67    |  5     |   FC                                         |  =     63/130   | runtime:  0.00
  68    |  5     |   FC                                         |  =     17/35    | runtime:  0.00
  69    |  5     |   FC                                         |  =     22/45    | runtime:  0.00
  71    |  5     |   FC                                         |  =     71/145   | runtime:  0.00
  72    |  5     |   FC                                         |  =     17/35    | runtime:  0.00
  73    |  5     |   FC                                         |  =     73/150   | runtime:  0.00
  74    |  5     |   FC                                         |  =     71/145   | runtime:  0.00
  76    |  5     |   FC                                         |  =     76/155   | runtime:  0.00
  77    |  5     |   FC                                         |  =     73/150   | runtime:  0.00
  78    |  5     |   FC                                         |  =     39/80    | runtime:  0.00
  79    |  5     |   FC                                         |  =     76/155   | runtime:  0.00
  81    |  5     |   FC                                         |  =     27/55    | runtime:  0.00
  82    |  5     |   FC                                         |  =     39/80    | runtime:  0.00
  83    |  5     |   FC                                         |  =     83/170   | runtime:  0.00
  84    |  5     |   FC                                         |  =     27/55    | runtime:  0.00
  86    |  5     |   FC                                         |  =     86/175   | runtime:  0.00
  87    |  5     |   FC                                         |  =     83/170   | runtime:  0.00
  88    |  5     |   FC                                         |  =     22/45    | runtime:  0.00
  89    |  5     |   FC                                         |  =     86/175   | runtime:  0.00
  91    |  5     |   FC                                         |  =     91/185   | runtime:  0.00
  92    |  5     |   FC                                         |  =     22/45    | runtime:  0.00
  93    |  5     |   FC                                         |  =     93/190   | runtime:  0.00
  94    |  5     |   FC                                         |  =     91/185   | runtime:  0.00
  96    |  5     |   FC                                         |  =     32/65    | runtime:  0.00
  97    |  5     |   FC                                         |  =     93/190   | runtime:  0.00
  98    |  5     |   FC                                         |  =     49/100   | runtime:  0.00
  99    |  5     |   FC                                         |  =     32/65    | runtime:  0.00
  101   |  5     |   FC                                         |  =    101/205   | runtime:  0.00
  102   |  5     |   FC                                         |  =     49/100   | runtime:  0.00
  103   |  5     |   FC                                         |  =    103/210   | runtime:  0.00
  104   |  5     |   FC                                         |  =    101/205   | runtime:  0.00
  106   |  5     |   FC                                         |  =    106/215   | runtime:  0.00
  107   |  5     |   FC                                         |  =    103/210   | runtime:  0.00
  108   |  5     |   FC                                         |  =     27/55    | runtime:  0.00
  109   |  5     |   FC                                         |  =    106/215   | runtime:  0.00
  7     |  6     |       INT                                    |  =      1/3     | runtime:  0.00
  11    |  6     |   FC                                         |  =      7/18    | runtime:  0.00
  13    |  6     |   FC                                         |  =     13/30    | runtime:  0.00
  17    |  6     |   FC                                         |  =     13/30    | runtime:  0.00
  19    |  6     |   FC                                         |  =     19/42    | runtime:  0.00
  23    |  6     |   FC                                         |  =     19/42    | runtime:  0.00
  25    |  6     |   FC                                         |  =     25/54    | runtime:  0.00
  29    |  6     |   FC                                         |  =     25/54    | runtime:  0.00
  31    |  6     |   FC                                         |  =     31/66    | runtime:  0.00
  35    |  6     |   FC                                         |  =     31/66    | runtime:  0.00
  37    |  6     |   FC                                         |  =     37/78    | runtime:  0.00
  41    |  6     |   FC                                         |  =     37/78    | runtime:  0.00
  43    |  6     |   FC                                         |  =     43/90    | runtime:  0.00
  47    |  6     |   FC                                         |  =     43/90    | runtime:  0.00
  49    |  6     |   FC                                         |  =     49/102   | runtime:  0.00
  53    |  6     |   FC                                         |  =     49/102   | runtime:  0.00
  55    |  6     |   FC                                         |  =     55/114   | runtime:  0.00
  59    |  6     |   FC                                         |  =     55/114   | runtime:  0.00
  61    |  6     |   FC                                         |  =     61/126   | runtime:  0.00
  65    |  6     |   FC                                         |  =     61/126   | runtime:  0.00
  67    |  6     |   FC                                         |  =     67/138   | runtime:  0.00
  71    |  6     |   FC                                         |  =     67/138   | runtime:  0.00
  73    |  6     |   FC                                         |  =     73/150   | runtime:  0.00
  77    |  6     |   FC                                         |  =     73/150   | runtime:  0.00
  79    |  6     |   FC                                         |  =     79/162   | runtime:  0.00
  83    |  6     |   FC                                         |  =     79/162   | runtime:  0.00
  85    |  6     |   FC                                         |  =     85/174   | runtime:  0.00
  89    |  6     |   FC                                         |  =     85/174   | runtime:  0.00
  91    |  6     |   FC                                         |  =     91/186   | runtime:  0.00
  95    |  6     |   FC                                         |  =     91/186   | runtime:  0.00
  97    |  6     |   FC                                         |  =     97/198   | runtime:  0.00
  101   |  6     |   FC                                         |  =     97/198   | runtime:  0.00
  103   |  6     |   FC                                         |  =    103/210   | runtime:  0.00
  107   |  6     |   FC                                         |  =    103/210   | runtime:  0.00
  109   |  6     |   FC                                         |  =    109/222   | runtime:  0.00
  8     |  7     |       INT                                    |  =      5/14    | runtime:  0.00
  9     |  7     |   FC                                         |  =      5/14    | runtime:  0.00
  10    |  7     |   FC                                         |  =      1/3     | runtime:  0.00
  11    |  7     |   FC                                         |  =     11/28    | runtime:  0.00
  12    |  7     |   FC                                         |  =      3/7     | runtime:  0.00
  13    |  7     |   FC                                         |  =      8/21    | runtime:  0.00
  15    |  7     |   FC                                         |  =      3/7     | runtime:  0.00
  16    |  7     |   FC                                         |  =      3/7     | runtime:  0.00
  17    |  7     |   FC                                         |  =     11/28    | runtime:  0.00
  18    |  7     |   FC                                         |  =      3/7     | runtime:  0.00
  19    |  7     |       INT                                    |  =     25/56    | runtime:  0.00
  20    |  7     |   FC                                         |  =      3/7     | runtime:  0.00
  22    |  7     |   FC                                         |  =     22/49    | runtime:  0.00
  23    |  7     |   FC                                         |  =     19/42    | runtime:  0.00
  24    |  7     |   FC                                         |  =      3/7     | runtime:  0.00
  25    |  7     |   FC                                         |  =     25/56    | runtime:  0.00
  26    |  7     |   FC                                         |  =     13/28    | runtime:  0.00
  27    |  7     |   FC                                         |  =     22/49    | runtime:  0.00
  29    |  7     |   FC                                         |  =     29/63    | runtime:  0.00
  30    |  7     |   FC                                         |  =     13/28    | runtime:  0.00
  31    |  7     |   FC                                         |  =     25/56    | runtime:  0.00
  32    |  7     |   FC                                         |  =     16/35    | runtime:  0.00
  33    |  7     |   FC                                         |  =     33/70    | runtime:  0.00
  34    |  7     |   FC                                         |  =     29/63    | runtime:  0.00
  36    |  7     |   FC                                         |  =     36/77    | runtime:  0.00
  37    |  7     |   FC                                         |  =     33/70    | runtime:  0.00
  38    |  7     |   FC                                         |  =     16/35    | runtime:  0.00
  39    |  7     |   FC                                         |  =     13/28    | runtime:  0.00
  40    |  7     |   FC                                         |  =     10/21    | runtime:  0.00
  41    |  7     |   FC                                         |  =     36/77    | runtime:  0.00
  43    |  7     |   FC                                         |  =     43/91    | runtime:  0.00
  44    |  7     |   FC                                         |  =     10/21    | runtime:  0.00
  45    |  7     |   FC                                         |  =     13/28    | runtime:  0.00
  46    |  7     |   FC                                         |  =     23/49    | runtime:  0.00
  47    |  7     |   FC                                         |  =     47/98    | runtime:  0.00
  48    |  7     |   FC                                         |  =     43/91    | runtime:  0.00
  50    |  7     |   FC                                         |  =     10/21    | runtime:  0.00
  51    |  7     |   FC                                         |  =     47/98    | runtime:  0.00
  52    |  7     |   FC                                         |  =     23/49    | runtime:  0.00
  53    |  7     |   FC                                         |  =     53/112   | runtime:  0.00
  54    |  7     |   FC                                         |  =     27/56    | runtime:  0.00
  55    |  7     |   FC                                         |  =     10/21    | runtime:  0.00
  57    |  7     |   FC                                         |  =     57/119   | runtime:  0.00
  58    |  7     |   FC                                         |  =     27/56    | runtime:  0.00
  59    |  7     |   FC                                         |  =     53/112   | runtime:  0.00
  60    |  7     |   FC                                         |  =     10/21    | runtime:  0.00
  61    |  7     |   FC                                         |  =     61/126   | runtime:  0.00
  62    |  7     |   FC                                         |  =     57/119   | runtime:  0.00
  64    |  7     |   FC                                         |  =     64/133   | runtime:  0.00
  65    |  7     |   FC                                         |  =     61/126   | runtime:  0.00
  66    |  7     |   FC                                         |  =     10/21    | runtime:  0.00
  67    |  7     |   FC                                         |  =     67/140   | runtime:  0.00
  68    |  7     |   FC                                         |  =     17/35    | runtime:  0.00
  69    |  7     |   FC                                         |  =     64/133   | runtime:  0.00
  71    |  7     |   FC                                         |  =     71/147   | runtime:  0.00
  72    |  7     |   FC                                         |  =     17/35    | runtime:  0.00
  73    |  7     |   FC                                         |  =     67/140   | runtime:  0.00
  74    |  7     |   FC                                         |  =     37/77    | runtime:  0.00
  75    |  7     |   FC                                         |  =     75/154   | runtime:  0.00
  76    |  7     |   FC                                         |  =     71/147   | runtime:  0.00
  78    |  7     |   FC                                         |  =     78/161   | runtime:  0.00
  79    |  7     |   FC                                         |  =     75/154   | runtime:  0.00
  80    |  7     |   FC                                         |  =     37/77    | runtime:  0.00
  81    |  7     |   FC                                         |  =     27/56    | runtime:  0.00
  82    |  7     |   FC                                         |  =     41/84    | runtime:  0.00
  83    |  7     |   FC                                         |  =     78/161   | runtime:  0.00
  85    |  7     |   FC                                         |  =     17/35    | runtime:  0.00
  86    |  7     |   FC                                         |  =     41/84    | runtime:  0.00
  87    |  7     |   FC                                         |  =     27/56    | runtime:  0.00
  88    |  7     |   FC                                         |  =     44/91    | runtime:  0.00
  89    |  7     |   FC                                         |  =     89/182   | runtime:  0.00
  90    |  7     |   FC                                         |  =     17/35    | runtime:  0.00
  92    |  7     |   FC                                         |  =     92/189   | runtime:  0.00
  93    |  7     |   FC                                         |  =     89/182   | runtime:  0.00
  94    |  7     |   FC                                         |  =     44/91    | runtime:  0.00
  95    |  7     |   FC                                         |  =     95/196   | runtime:  0.00
  96    |  7     |   FC                                         |  =     24/49    | runtime:  0.00
  97    |  7     |   FC                                         |  =     92/189   | runtime:  0.00
  99    |  7     |   FC                                         |  =     99/203   | runtime:  0.00
  100   |  7     |   FC                                         |  =     24/49    | runtime:  0.00
  101   |  7     |   FC                                         |  =     95/196   | runtime:  0.00
  102   |  7     |   FC                                         |  =     17/35    | runtime:  0.00
  103   |  7     |   FC                                         |  =    103/210   | runtime:  0.00
  104   |  7     |   FC                                         |  =     99/203   | runtime:  0.00
  106   |  7     |   FC                                         |  =    106/217   | runtime:  0.00
  107   |  7     |   FC                                         |  =    103/210   | runtime:  0.00
  108   |  7     |   FC                                         |  =     17/35    | runtime:  0.00
  109   |  7     |   FC                                         |  =    109/224   | runtime:  0.11
  110   |  7     |   FC                                         |  =     55/112   | runtime:  0.00
  9     |  8     |   FC                                         |  =      3/8     | runtime:  0.00
  11    |  8     |   FC                                         |  =      1/3     | runtime:  0.00
  13    |  8     |   FC                                         |  =     13/32    | runtime:  0.00
  15    |  8     |   FC                                         |  =      3/8     | runtime:  0.00
  17    |  8     |   FC                                         |  =     17/40    | runtime:  0.00
  19    |  8     |   FC                                         |  =     13/32    | runtime:  0.00
  21    |  8     |   FC                                         |  =      7/16    | runtime:  0.00
  23    |  8     |   FC                                         |  =     17/40    | runtime:  0.00
  25    |  8     |   FC                                         |  =     25/56    | runtime:  0.00
  27    |  8     |   FC                                         |  =      7/16    | runtime:  0.00
  29    |  8     |   FC                                         |  =     29/64    | runtime:  0.00
  31    |  8     |   FC                                         |  =     25/56    | runtime:  0.00
  33    |  8     |   FC                                         |  =     11/24    | runtime:  0.00
  35    |  8     |   FC                                         |  =     29/64    | runtime:  0.00
  37    |  8     |   FC                                         |  =     37/80    | runtime:  0.00
  39    |  8     |   FC                                         |  =     11/24    | runtime:  0.00
  41    |  8     |   FC                                         |  =     41/88    | runtime:  0.00
  43    |  8     |   FC                                         |  =     37/80    | runtime:  0.00
  45    |  8     |   FC                                         |  =     15/32    | runtime:  0.00
  47    |  8     |   FC                                         |  =     41/88    | runtime:  0.00
  49    |  8     |   FC                                         |  =     49/104   | runtime:  0.00
  51    |  8     |   FC                                         |  =     15/32    | runtime:  0.00
  53    |  8     |   FC                                         |  =     53/112   | runtime:  0.00
  55    |  8     |   FC                                         |  =     49/104   | runtime:  0.00
  57    |  8     |   FC                                         |  =     19/40    | runtime:  0.00
  59    |  8     |   FC                                         |  =     53/112   | runtime:  0.00
  61    |  8     |   FC                                         |  =     61/128   | runtime:  0.00
  63    |  8     |   FC                                         |  =     19/40    | runtime:  0.00
  65    |  8     |   FC                                         |  =     65/136   | runtime:  0.00
  67    |  8     |   FC                                         |  =     61/128   | runtime:  0.00
  69    |  8     |   FC                                         |  =     23/48    | runtime:  0.00
  71    |  8     |   FC                                         |  =     65/136   | runtime:  0.00
  73    |  8     |   FC                                         |  =     73/152   | runtime:  0.00
  75    |  8     |   FC                                         |  =     23/48    | runtime:  0.00
  77    |  8     |   FC                                         |  =     77/160   | runtime:  0.00
  79    |  8     |   FC                                         |  =     73/152   | runtime:  0.00
  81    |  8     |   FC                                         |  =     27/56    | runtime:  0.00
  83    |  8     |   FC                                         |  =     77/160   | runtime:  0.00
  85    |  8     |   FC                                         |  =     85/176   | runtime:  0.00
  87    |  8     |   FC                                         |  =     27/56    | runtime:  0.00
  89    |  8     |   FC                                         |  =     89/184   | runtime:  0.00
  91    |  8     |   FC                                         |  =     85/176   | runtime:  0.00
  93    |  8     |   FC                                         |  =     31/64    | runtime:  0.00
  95    |  8     |   FC                                         |  =     89/184   | runtime:  0.00
  97    |  8     |   FC                                         |  =     97/200   | runtime:  0.00
  99    |  8     |   FC                                         |  =     31/64    | runtime:  0.00
  101   |  8     |   FC                                         |  =    101/208   | runtime:  0.00
  103   |  8     |   FC                                         |  =     97/200   | runtime:  0.00
  105   |  8     |   FC                                         |  =     35/72    | runtime:  0.00
  107   |  8     |   FC                                         |  =    101/208   | runtime:  0.00
  109   |  8     |   FC                                         |  =    109/224   | runtime:  0.00
  10    |  9     |       INT                                    |  =      1/3     | runtime:  0.00
  11    |  9     |       INT                                    |  =     13/36    | runtime:  0.00
  13    |  9     |   FC                                         |  =      1/3     | runtime:  0.00
  14    |  9     |   FC                                         |  =      7/18    | runtime:  0.00
  16    |  9     |   FC                                         |  =     11/27    | runtime:  0.00
  17    |  9     |   FC                                         |  =     10/27    | runtime:  0.00
  19    |  9     |   FC                                         |  =     19/45    | runtime:  0.00
  20    |  9     |   FC                                         |  =      4/9     | runtime:  0.00
  22    |  9     |   FC                                         |  =      7/18    | runtime:  0.00
  23    |  9     |   FC                                         |  =     23/54    | runtime:  0.00
  25    |  9     |   FC                                         |  =      4/9     | runtime:  0.00
  26    |  9     |   FC                                         |  =     19/45    | runtime:  0.00
  28    |  9     |   FC                                         |  =      4/9     | runtime:  0.00
  29    |  9     |       INT                                    |  =     41/90    | runtime:  0.00
  31    |  9     |   FC                                         |  =     23/54    | runtime:  0.00
  32    |  9     |   FC                                         |  =      4/9     | runtime:  0.00
  34    |  9     |   FC                                         |  =     29/63    | runtime:  0.00
  35    |  9     |   FC                                         |  =      4/9     | runtime:  0.00
  37    |  9     |   FC                                         |  =     37/81    | runtime:  0.00
  38    |  9     |       INT                                    |  =     59/126   | runtime:  0.00
  40    |  9     |   FC                                         |  =      4/9     | runtime:  0.00
  41    |  9     |   FC                                         |  =     41/90    | runtime:  0.00
  43    |  9     |   FC                                         |  =     38/81    | runtime:  0.00
  44    |  9     |   FC                                         |  =     37/81    | runtime:  0.00
  46    |  9     |   FC                                         |  =     46/99    | runtime:  0.00
  47    |  9     |       INT                                    |  =     37/78    | runtime:  0.00
  49    |  9     |   FC                                         |  =     41/90    | runtime:  0.00
  50    |  9     |   FC                                         |  =     25/54    | runtime:  0.00
  52    |  9     |   FC                                         |  =     47/99    | runtime:  0.00
  53    |  9     |   FC                                         |  =     46/99    | runtime:  0.00
  55    |  9     |   FC                                         |  =     55/117   | runtime:  0.00
  56    |  9     |   FC                                         |  =     56/117   | runtime:  0.00
  58    |  9     |   FC                                         |  =     25/54    | runtime:  0.00
  59    |  9     |   FC                                         |  =     59/126   | runtime:  0.00
  61    |  9     |   FC                                         |  =     56/117   | runtime:  0.00
  62    |  9     |   FC                                         |  =     55/117   | runtime:  0.00
  64    |  9     |   FC                                         |  =     64/135   | runtime:  0.00
  65    |  9     |   FC                                         |  =     13/27    | runtime:  0.00
  67    |  9     |   FC                                         |  =     59/126   | runtime:  0.00
  68    |  9     |   FC                                         |  =     17/36    | runtime:  0.00
  70    |  9     |   FC                                         |  =     13/27    | runtime:  0.00
  71    |  9     |   FC                                         |  =     64/135   | runtime:  0.00
  73    |  9     |   FC                                         |  =     73/153   | runtime:  0.00
  74    |  9     |   FC                                         |  =     74/153   | runtime:  0.00
  76    |  9     |   FC                                         |  =     17/36    | runtime:  0.00
  77    |  9     |   FC                                         |  =     77/162   | runtime:  0.00
