   M   |   S   |   Method   |      α   
---------------------------------------
   4   |   3    |     FC     |  = 1/3     | runtime:  0.01

   51   |   37    |     FC         EBM     |  = 1/3     | runtime:  0.02

   52   |   37    |     FC         EBM     |  = 1/3     | runtime:  0.03

   53   |   37    |     FC         EBM     |  = 1/3     | runtime:  0.02

   54   |   37    |     FC         EBM     |  = 1/3     | runtime:  0.02

   55   |   37    |     FC         EBM     |  = 1/3     | runtime:  0.03

   56   |   37    |     FC     |  = 14/37     | runtime:  0.03

   57   |   37    |     FC     |  = 57/148     | runtime:  0.03

   58   |   37    |     FC     |  = 29/74     | runtime:  0.04

   59   |   37    |     FC     |  = 59/148     | runtime:  0.03

   60   |   37    |     FC         INT         MID     |  = 15/37     | runtime:  0.06

   61   |   37    |    MID     |  = 181/444     | runtime:  0.14

   62   |   37    |    GAP     |  = 91/222     | runtime:  0.05

   63   |   37    |    INT        HALF    |  = 59/148     | runtime:  0.03

   64   |   37    |    INT        HALF        MID     |  = 91/222     | runtime:  0.06

   65   |   37    |    INT         MID     |  = 121/296     | runtime:  0.08

   66   |   37    |     FC         INT         MID     |  = 15/37     | runtime:  0.07

   67   |   37    |     FC     |  = 44/111     | runtime:  0.04

   68   |   37    |     FC     |  = 43/111     | runtime:  0.04

   69   |   37    |     FC     |  = 14/37     | runtime:  0.03

   70   |   37    |     FC     |  = 41/111     | runtime:  0.06

   71   |   37    |     FC     |  = 40/111     | runtime:  0.06

   72   |   37    |     FC     |  = 13/37     | runtime:  0.03

   73   |   37    |     FC     |  = 38/111     | runtime:  0.08

   75   |   37    |     FC     |  = 15/37     | runtime:  0.04

   76   |   37    |     FC     |  = 76/185     | runtime:  0.08

   77   |   37    |     FC     |  = 77/185     | runtime:  0.07

   78   |   37    |     FC     |  = 78/185     | runtime:  0.06

   79   |   37    |     FC     |  = 79/185     | runtime:  0.04

   80   |   37    |     FC         INT         MID     |  = 16/37     | runtime:  0.06

   81   |   37    |    INT         MID     |  = 257/592     | runtime:  1.49

   82   |   37    |    INT        HALF    |  = 95/222     | runtime:  0.08

   83   |   37    |    GAP     |  = 419/962     | runtime:  9.18

   84   |   37    |     FC         INT         MID     |  = 16/37     | runtime:  0.06

   85   |   37    |     FC     |  = 63/148     | runtime:  0.07

   86   |   37    |     FC     |  = 31/74     | runtime:  0.04

   87   |   37    |     FC     |  = 61/148     | runtime:  0.12

   88   |   37    |     FC     |  = 15/37     | runtime:  0.04

   89   |   37    |     FC     |  = 59/148     | runtime:  0.22

   90   |   37    |     FC     |  = 29/74     | runtime:  0.06

   91   |   37    |     FC     |  = 57/148     | runtime:  0.43

   92   |   37    |     FC     |  = 14/37     | runtime:  0.05

   93   |   37    |     FC     |  = 31/74     | runtime:  0.05

   94   |   37    |     FC     |  = 47/111     | runtime:  0.08

   95   |   37    |     FC     |  = 95/222     | runtime:  0.95

   96   |   37    |     FC     |  = 16/37     | runtime:  0.05

   97   |   37    |     FC     |  = 97/222     | runtime:  0.12

   98   |   37    |     FC     |  = 49/111     | runtime:  0.05

   99   |   37    |     FC         INT         MID     |  = 33/74     | runtime:  0.32

   100   |   37    |    INT         MID     |  = 83/185     | runtime:  0.10

   101   |   37    |    INT        HALF        MID     |  = 33/74     | runtime:  0.06

   102   |   37    |    INT         MID     |  = 116/259     | runtime:  0.24

   103   |   37    |     FC     |  = 82/185     | runtime:  0.12

   104   |   37    |     FC     |  = 81/185     | runtime:  0.16

   105   |   37    |     FC     |  = 16/37     | runtime:  0.05

   106   |   37    |     FC     |  = 79/185     | runtime:  0.55

   107   |   37    |     FC     |  = 78/185     | runtime:  1.03

   108   |   37    |     FC     |  = 77/185     | runtime:  4.52

   109   |   37    |     FC     |  = 76/185     | runtime:  3.56

   110   |   37    |     FC     |  = 15/37     | runtime:  0.05

   39   |   38    |     FC         INT         MID     |  = 13/38     | runtime:  0.02

   41   |   38    |    EBM         HBM         MID         GAP     |  = 13/38     | runtime:  0.10

   43   |   38    |    INT         EBM         MID     |  = 53/152     | runtime:  0.06

   45   |   38    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.01

   47   |   38    |    INT         HBM         MID         GAP     |  = 20/57     | runtime:  0.05

   49   |   38    |    GAP     |  = 93/266     | runtime:  0.15

   51   |   38    |     FC         EBM     |  = 1/3     | runtime:  0.02

   53   |   38    |     FC         EBM     |  = 1/3     | runtime:  0.39

   55   |   38    |     FC         EBM     |  = 1/3     | runtime:  0.03

   59   |   38    |     FC     |  = 59/152     | runtime:  0.03

   61   |   38    |     FC         INT         MID     |  = 61/152     | runtime:  0.81

   63   |   38    |    INT         MID     |  = 77/190     | runtime:  0.05

   65   |   38    |    INT        HALF    |  = 15/38     | runtime:  0.08

   67   |   38    |    MID     |  = 31/76     | runtime:  0.04

   69   |   38    |     FC     |  = 15/38     | runtime:  0.03

   71   |   38    |     FC     |  = 43/114     | runtime:  0.06

   73   |   38    |     FC     |  = 41/114     | runtime:  0.06

   75   |   38    |     FC     |  = 13/38     | runtime:  0.04

   77   |   38    |     FC     |  = 77/190     | runtime:  0.09

   79   |   38    |     FC     |  = 79/190     | runtime:  0.06

   81   |   38    |     FC     |  = 81/190     | runtime:  0.05

   83   |   38    |    INT         MID     |  = 131/304     | runtime:  0.20

   85   |   38    |    INT        HALF        MID     |  = 33/76     | runtime:  0.38

   87   |   38    |     FC     |  = 65/152     | runtime:  0.06

   89   |   38    |     FC     |  = 63/152     | runtime:  0.11

   91   |   38    |     FC     |  = 61/152     | runtime:  0.21

   93   |   38    |     FC     |  = 59/152     | runtime:  0.64

   97   |   38    |     FC     |  = 97/228     | runtime:  0.48

   99   |   38    |     FC     |  = 33/76     | runtime:  0.05

   101   |   38    |     FC     |  = 101/228     | runtime:  0.09

   103   |   38    |    INT        HALF        MID     |  = 17/38     | runtime:  0.05

   105   |   38    |     FC         INT         MID     |  = 17/38     | runtime:  0.07

   107   |   38    |     FC     |  = 83/190     | runtime:  0.19

   109   |   38    |     FC     |  = 81/190     | runtime:  2.76

   40   |   39    |    EBM     |  = 1/3     | runtime:  0.03

   41   |   39    |    EBM         HBM     |  = 53/156     | runtime:  0.02

   43   |   39    |    GAP     |  = 53/156     | runtime:  0.09

   44   |   39    |    INT         EBM         MID     |  = 9/26     | runtime:  0.02

   46   |   39    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.02

   47   |   39    |    INT        HALF        EBM         MID         GAP     |  = 55/156     | runtime:  0.05

   49   |   39    |    INT         HBM         MID         GAP     |  = 23/65     | runtime:  0.07

   50   |   39    |    GAP     |  = 68/195     | runtime:  0.08

   53   |   39    |     FC         EBM     |  = 1/3     | runtime:  0.02

   55   |   39    |     FC         EBM     |  = 1/3     | runtime:  0.02

   56   |   39    |     FC         EBM     |  = 1/3     | runtime:  0.03

   58   |   39    |     FC         EBM     |  = 1/3     | runtime:  0.03

   59   |   39    |     FC     |  = 59/156     | runtime:  0.05

   61   |   39    |     FC     |  = 61/156     | runtime:  0.03

   62   |   39    |     FC     |  = 31/78     | runtime:  0.03

   64   |   39    |    MID     |  = 95/234     | runtime:  0.07

   67   |   39    |    INT        HALF        MID     |  = 95/234     | runtime:  0.06

   68   |   39    |    INT         MID     |  = 16/39     | runtime:  0.04

   70   |   39    |     FC         INT         MID     |  = 47/117     | runtime:  1.48

   71   |   39    |     FC     |  = 46/117     | runtime:  0.51

   73   |   39    |     FC     |  = 44/117     | runtime:  0.08

   74   |   39    |     FC     |  = 43/117     | runtime:  0.07

   76   |   39    |     FC     |  = 41/117     | runtime:  0.08

   77   |   39    |     FC     |  = 40/117     | runtime:  0.09

   79   |   39    |     FC     |  = 79/195     | runtime:  0.09

   80   |   39    |     FC     |  = 16/39     | runtime:  0.04

   82   |   39    |     FC     |  = 82/195     | runtime:  0.05

   83   |   39    |     FC     |  = 83/195     | runtime:  0.05

   85   |   39    |    INT         MID     |  = 45/104     | runtime:  0.19

   86   |   39    |    INT        HALF        MID     |  = 101/234     | runtime:  0.10

   88   |   39    |    INT         MID     |  = 62/143     | runtime:  0.50

   89   |   39    |     FC         INT         MID     |  = 67/156     | runtime:  0.70

   92   |   39    |     FC     |  = 16/39     | runtime:  0.05

   94   |   39    |     FC     |  = 31/78     | runtime:  0.06

   95   |   39    |     FC     |  = 61/156     | runtime:  0.39

   97   |   39    |     FC     |  = 59/156     | runtime:  3.35

   98   |   39    |     FC     |  = 49/117     | runtime:  0.09

   100   |   39    |     FC     |  = 50/117     | runtime:  0.08

   101   |   39    |     FC     |  = 101/234     | runtime:  0.87

   103   |   39    |     FC     |  = 103/234     | runtime:  0.18

   106   |   39    |    INT        HALF        MID     |  = 139/312     | runtime:  0.56

   107   |   39    |    INT        HALF        MID     |  = 35/78     | runtime:  0.06

   109   |   39    |     FC     |  = 86/195     | runtime:  0.42

   110   |   39    |     FC     |  = 17/39     | runtime:  0.06

   41   |   40    |    EBM         HBM     |  = 27/80     | runtime:  0.02

   43   |   40    |    HBM     |  = 41/120     | runtime:  0.07

   47   |   40    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.01

   49   |   40    |    HBM         GAP     |  = 57/160     | runtime:  0.05

   51   |   40    |    MID         GAP     |  = 7/20     | runtime:  0.05

   53   |   40    |     FC         INT         EBM         MID         GAP     |  = 27/80     | runtime:  0.59

   57   |   40    |     FC         EBM     |  = 1/3     | runtime:  0.03

   59   |   40    |     FC         EBM     |  = 1/3     | runtime:  0.15

   61   |   40    |     FC     |  = 61/160     | runtime:  0.04

   63   |   40    |     FC     |  = 63/160     | runtime:  0.03

   67   |   40    |    GAP     |  = 197/480     | runtime:  0.13

   69   |   40    |    INT        HALF        MID     |  = 49/120     | runtime:  0.05

   71   |   40    |    GAP     |  = 13/32     | runtime:  0.06

   73   |   40    |     FC     |  = 47/120     | runtime:  0.05

   77   |   40    |     FC     |  = 43/120     | runtime:  0.08

   79   |   40    |     FC     |  = 41/120     | runtime:  0.10

   81   |   40    |     FC     |  = 81/200     | runtime:  0.10

   83   |   40    |     FC     |  = 83/200     | runtime:  0.07

   87   |   40    |    MID     |  = 13/30     | runtime:  0.06

   89   |   40    |    INT        HALF        MID     |  = 69/160     | runtime:  0.06

   91   |   40    |    GAP     |  = 28/65     | runtime:  1.32

   93   |   40    |     FC     |  = 67/160     | runtime:  0.16

   97   |   40    |     FC     |  = 63/160     | runtime:  1.27

   99   |   40    |     FC     |  = 61/160     | runtime:  0.76

   101   |   40    |     FC     |  = 101/240     | runtime:  3.13

   103   |   40    |     FC     |  = 103/240     | runtime:  1.39

   107   |   40    |    GAP     |  ≤ 517/1160  |   TIME OUT
MULTISET 3 TIME OUT:  length(B) = 127   sets sum to: 3103  sets of size: 6     | runtime:  120.26

   109   |   40    |    INT        HALF    |  = 71/160     | runtime:  0.33

   42   |   41    |     FC         INT         MID     |  = 14/41     | runtime:  0.02

   43   |   41    |    EBM     |  = 1/3     | runtime:  0.02

   44   |   41    |    EBM     |  = 14/41     | runtime:  0.02

   45   |   41    |    HBM     |  = 14/41     | runtime:  0.02

   46   |   41    |    INT         EBM     |  = 1/3     | runtime:  0.01

   47   |   41    |    GAP     |  = 85/246     | runtime:  0.09

   48   |   41    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.01

   49   |   41    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.01

   50   |   41    |    GAP     |  = 44/123     | runtime:  0.05

   51   |   41    |    INT         HBM         MID         GAP     |  = 14/41     | runtime:  0.05

   52   |   41    |    MID         GAP     |  = 57/164     | runtime:  0.07

   53   |   41    |    GAP     |  = 85/246     | runtime:  0.09

   54   |   41    |     FC         INT         EBM         MID         GAP     |  = 14/41     | runtime:  0.15

   55   |   41    |     FC         EBM     |  = 1/3     | runtime:  0.02

   56   |   41    |     FC         EBM     |  = 1/3     | runtime:  0.39

   57   |   41    |     FC         EBM     |  = 1/3     | runtime:  0.03

   58   |   41    |     FC         EBM     |  = 1/3     | runtime:  0.03

   59   |   41    |     FC         EBM     |  = 1/3     | runtime:  0.02

   60   |   41    |     FC         EBM     |  = 1/3     | runtime:  0.03

   61   |   41    |     FC         EBM     |  = 1/3     | runtime:  0.03

   62   |   41    |     FC     |  = 31/82     | runtime:  0.03

   63   |   41    |     FC     |  = 63/164     | runtime:  0.04

   64   |   41    |     FC     |  = 16/41     | runtime:  0.03

   65   |   41    |     FC     |  = 65/164     | runtime:  0.04

   66   |   41    |     FC         INT         MID     |  = 33/82     | runtime:  0.38

   67   |   41    |    GAP     |  = 116/287     | runtime:  0.08

   68   |   41    |    INT         MID     |  = 83/205     | runtime:  0.29

   69   |   41    |    INT        HALF        MID     |  = 67/164     | runtime:  0.05

   70   |   41    |    INT        HALF    |  = 65/164     | runtime:  0.03

   71   |   41    |    INT        HALF        MID     |  = 101/246     | runtime:  0.06

   72   |   41    |    INT         MID     |  = 67/164     | runtime:  0.06

   73   |   41    |    GAP     |  = 133/328     | runtime:  0.15

   74   |   41    |     FC     |  = 49/123     | runtime:  0.04

   75   |   41    |     FC     |  = 16/41     | runtime:  0.04

   76   |   41    |     FC     |  = 47/123     | runtime:  0.06

   77   |   41    |     FC     |  = 46/123     | runtime:  0.06

   78   |   41    |     FC     |  = 15/41     | runtime:  0.04

   79   |   41    |     FC     |  = 44/123     | runtime:  0.08

   80   |   41    |     FC     |  = 43/123     | runtime:  0.10

   81   |   41    |     FC     |  = 14/41     | runtime:  0.04

   83   |   41    |     FC     |  = 83/205     | runtime:  0.11

   84   |   41    |     FC     |  = 84/205     | runtime:  0.10

   85   |   41    |     FC     |  = 17/41     | runtime:  0.04

   86   |   41    |     FC     |  = 86/205     | runtime:  0.07

   87   |   41    |     FC     |  = 87/205     | runtime:  0.06

   88   |   41    |     FC         INT         MID     |  = 88/205     | runtime:  0.56

   89   |   41    |    MID     |  = 177/410     | runtime:  0.46

   90   |   41    |    INT        HALF        MID     |  = 107/246     | runtime:  0.12

   91   |   41    |    INT        HALF    |  = 35/82     | runtime:  0.03

   92   |   41    |    GAP     |  = 125/287     | runtime:  0.14

   93   |   41    |    GAP     |  = 301/697     | runtime:  3.59

   94   |   41    |     FC     |  = 35/82     | runtime:  0.05

   95   |   41    |     FC     |  = 69/164     | runtime:  0.10

   96   |   41    |     FC     |  = 17/41     | runtime:  0.06

   97   |   41    |     FC     |  = 67/164     | runtime:  0.17

   98   |   41    |     FC     |  = 33/82     | runtime:  0.06

   99   |   41    |     FC     |  = 65/164     | runtime:  0.91

   100   |   41    |     FC     |  = 16/41     | runtime:  0.06

   101   |   41    |     FC     |  = 63/164     | runtime:  4.47

   102   |   41    |     FC     |  = 31/82     | runtime:  0.17

   103   |   41    |     FC     |  = 103/246     | runtime:  5.28

   104   |   41    |     FC     |  = 52/123     | runtime:  0.10

   105   |   41    |     FC     |  = 35/82     | runtime:  0.06

   106   |   41    |     FC     |  = 53/123     | runtime:  0.08

   107   |   41    |     FC     |  = 107/246     | runtime:  0.22

   108   |   41    |     FC     |  = 18/41     | runtime:  0.05

   109   |   41    |     FC     |  = 109/246     | runtime:  0.17

   110   |   41    |    GAP     |  ≤ 1665/3731  |   TIME OUT
MULTISET 3 TIME OUT:  length(B) = 402   sets sum to: 10010  sets of size: 6     | runtime:  120.44

   43   |   42    |    EBM     |  = 1/3     | runtime:  0.02

   47   |   42    |    INT         EBM     |  = 1/3     | runtime:  0.01

   53   |   42    |    INT         HBM         MID         GAP     |  = 5/14     | runtime:  0.06

   55   |   42    |    GAP     |  = 12/35     | runtime:  0.16

   59   |   42    |     FC         EBM     |  = 1/3     | runtime:  0.03

   61   |   42    |     FC         EBM     |  = 1/3     | runtime:  0.03

   65   |   42    |     FC     |  = 65/168     | runtime:  0.04

   67   |   42    |     FC     |  = 67/168     | runtime:  0.04

   71   |   42    |    INT        HALF        MID     |  = 17/42     | runtime:  0.04

   73   |   42    |    GAP     |  = 75/182     | runtime:  0.19

   79   |   42    |     FC     |  = 47/126     | runtime:  0.06

   83   |   42    |     FC     |  = 43/126     | runtime:  0.34

   85   |   42    |     FC     |  = 17/42     | runtime:  0.07

   89   |   42    |     FC     |  = 89/210     | runtime:  0.06

   95   |   42    |    MID     |  = 127/294     | runtime:  0.18

   97   |   42    |     FC     |  = 71/168     | runtime:  0.10

   101   |   42    |     FC     |  = 67/168     | runtime:  0.35

   103   |   42    |     FC     |  = 65/168     | runtime:  1.36

   107   |   42    |     FC     |  = 107/252     | runtime:  0.63

   109   |   42    |     FC     |  = 109/252     | runtime:  1.34

   44   |   43    |    EBM         HBM     |  = 29/86     | runtime:  0.02

   45   |   43    |    EBM     |  = 29/86     | runtime:  0.02

   46   |   43    |    EBM     |  = 1/3     | runtime:  0.02

   47   |   43    |    EBM         MID         GAP     |  = 59/172     | runtime:  0.07

   48   |   43    |    INT         EBM     |  = 1/3     | runtime:  0.02

   49   |   43    |    HBM         GAP     |  = 44/129     | runtime:  0.05

   50   |   43    |    INT        HALF        EBM         MID         GAP     |  = 29/86     | runtime:  0.16

   51   |   43    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.02

   52   |   43    |    INT        HALF        EBM         MID         GAP     |  = 61/172     | runtime:  0.05

   53   |   43    |    GAP     |  = 153/430     | runtime:  0.12

   54   |   43    |    INT         HBM         MID         GAP     |  = 76/215     | runtime:  0.07

   55   |   43    |    GAP     |  = 121/344     | runtime:  0.40

   56   |   43    |    GAP     |  = 119/344     | runtime:  0.29

   57   |   43    |     FC         INT         EBM         MID         GAP     |  = 29/86     | runtime:  1.44

   58   |   43    |     FC         EBM     |  = 1/3     | runtime:  0.02

   59   |   43    |     FC         EBM     |  = 1/3     | runtime:  0.03

   60   |   43    |     FC         EBM     |  = 1/3     | runtime:  0.03

   61   |   43    |     FC         EBM     |  = 1/3     | runtime:  0.02

   62   |   43    |     FC         EBM     |  = 1/3     | runtime:  0.03

   63   |   43    |     FC         EBM     |  = 1/3     | runtime:  0.03

   64   |   43    |     FC         EBM     |  = 1/3     | runtime:  0.03

   65   |   43    |     FC     |  = 65/172     | runtime:  0.04

   66   |   43    |     FC     |  = 33/86     | runtime:  0.03

   67   |   43    |     FC     |  = 67/172     | runtime:  0.04

   68   |   43    |     FC     |  = 17/43     | runtime:  0.03

   69   |   43    |     FC         INT         MID     |  = 69/172     | runtime:  1.71

   70   |   43    |    GAP     |  = 139/344     | runtime:  0.10

   71   |   43    |    GAP     |  = 281/688     | runtime:  0.34

   72   |   43    |    INT         MID     |  = 53/129     | runtime:  0.05

   73   |   43    |    INT        HALF        MID     |  = 69/172     | runtime:  0.05

   74   |   43    |    INT        HALF        MID     |  = 35/86     | runtime:  0.04

   75   |   43    |    INT         MID     |  = 141/344     | runtime:  0.09

   76   |   43    |    MID     |  = 35/86     | runtime:  0.05

   77   |   43    |    GAP     |  = 485/1204     | runtime:  8.58

   78   |   43    |     FC     |  = 17/43     | runtime:  0.26

   79   |   43    |     FC     |  = 50/129     | runtime:  0.13

   80   |   43    |     FC     |  = 49/129     | runtime:  0.06

   81   |   43    |     FC     |  = 16/43     | runtime:  0.04

   82   |   43    |     FC     |  = 47/129     | runtime:  0.08

   83   |   43    |     FC     |  = 46/129     | runtime:  0.09

   84   |   43    |     FC     |  = 15/43     | runtime:  0.04

   85   |   43    |     FC     |  = 44/129     | runtime:  0.11

   87   |   43    |     FC     |  = 87/215     | runtime:  0.11

   88   |   43    |     FC     |  = 88/215     | runtime:  0.37

   89   |   43    |     FC     |  = 89/215     | runtime:  0.09

   90   |   43    |     FC     |  = 18/43     | runtime:  0.04

   91   |   43    |     FC     |  = 91/215     | runtime:  0.06

   92   |   43    |     FC     |  = 92/215     | runtime:  0.06

   93   |   43    |    GAP     |  = 743/1720     | runtime:  106.43

   94   |   43    |    INT         MID     |  = 37/86     | runtime:  0.06

   95   |   43    |    INT        HALF        MID     |  = 37/86     | runtime:  0.09

   96   |   43    |    INT        HALF        MID     |  = 149/344     | runtime:  0.30

   97   |   43    |    INT         MID     |  = 205/473     | runtime:  0.73

   98   |   43    |     FC         INT         MID     |  = 37/86     | runtime:  1.74

   99   |   43    |     FC     |  = 73/172     | runtime:  0.09

   100   |   43    |     FC     |  = 18/43     | runtime:  0.38

   101   |   43    |     FC     |  = 71/172     | runtime:  0.17

   102   |   43    |     FC     |  = 35/86     | runtime:  0.06

   103   |   43    |     FC     |  = 69/172     | runtime:  0.38

   104   |   43    |     FC     |  = 17/43     | runtime:  0.05

   105   |   43    |     FC     |  = 67/172     | runtime:  4.40

   106   |   43    |     FC     |  = 33/86     | runtime:  0.10

   107   |   43    |     FC     |  = 65/172     | runtime:  7.11

   108   |   43    |     FC     |  = 18/43     | runtime:  0.06

   109   |   43    |     FC     |  = 109/258     | runtime:  5.88

   110   |   43    |     FC     |  = 55/129     | runtime:  0.11

   45   |   44    |     FC         INT         MID     |  = 15/44     | runtime:  0.02

   47   |   44    |    EBM     |  = 1/3     | runtime:  0.02

   49   |   44    |    INT         EBM     |  = 1/3     | runtime:  0.01

   51   |   44    |    INT        HALF        EBM         MID         GAP     |  = 15/44     | runtime:  0.11

   53   |   44    |    INT        HALF        EBM         MID         GAP     |  = 31/88     | runtime:  0.05

   57   |   44    |    GAP     |  = 61/176     | runtime:  0.10

   59   |   44    |     FC         EBM     |  = 1/3     | runtime:  0.03

   61   |   44    |     FC         EBM     |  = 1/3     | runtime:  0.02

   63   |   44    |     FC         EBM     |  = 1/3     | runtime:  0.03

   65   |   44    |     FC         EBM     |  = 1/3     | runtime:  0.03

   67   |   44    |     FC     |  = 67/176     | runtime:  0.04

   69   |   44    |     FC     |  = 69/176     | runtime:  0.05

   71   |   44    |    GAP     |  ≤ 1187/2948     | runtime:  32.44

   73   |   44    |    INT         MID     |  = 89/220     | runtime:  0.08

   75   |   44    |    INT        HALF    |  = 35/88     | runtime:  0.28

   79   |   44    |     FC         INT         MID     |  = 53/132     | runtime:  2.54

   81   |   44    |     FC     |  = 17/44     | runtime:  0.04

   83   |   44    |     FC     |  = 49/132     | runtime:  0.07

   85   |   44    |     FC     |  = 47/132     | runtime:  0.09

   87   |   44    |     FC     |  = 15/44     | runtime:  0.04

   89   |   44    |     FC     |  = 89/220     | runtime:  0.30

   91   |   44    |     FC     |  = 91/220     | runtime:  0.17

   93   |   44    |     FC     |  = 93/220     | runtime:  0.31

   95   |   44    |     FC         INT         MID     |  = 19/44     | runtime:  0.10

   97   |   44    |    INT        HALF        MID     |  = 19/44     | runtime:  0.06

   101   |   44    |     FC     |  = 75/176     | runtime:  0.09

   103   |   44    |     FC     |  = 73/176     | runtime:  0.15

   105   |   44    |     FC     |  = 71/176     | runtime:  0.31

   107   |   44    |     FC     |  = 69/176     | runtime:  3.06

   109   |   44    |     FC     |  = 67/176     | runtime:  7.30

   46   |   45    |    EBM     |  = 1/3     | runtime:  0.02

   47   |   45    |    EBM         HBM     |  = 61/180     | runtime:  0.02

   49   |   45    |    EBM     |  = 1/3     | runtime:  0.01

   52   |   45    |    GAP     |  = 46/135     | runtime:  0.14

   53   |   45    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.02

   56   |   45    |    INT         HBM         MID         GAP     |  = 46/135     | runtime:  0.06

   58   |   45    |    GAP     |  = 22/63     | runtime:  0.10

   59   |   45    |    GAP     |  = 37/108     | runtime:  0.33

   61   |   45    |     FC         EBM     |  = 1/3     | runtime:  0.02

   62   |   45    |     FC         EBM     |  = 1/3     | runtime:  0.02

   64   |   45    |     FC         EBM     |  = 1/3     | runtime:  0.02

   67   |   45    |     FC         EBM     |  = 1/3     | runtime:  0.04

   68   |   45    |     FC     |  = 17/45     | runtime:  0.03

   71   |   45    |     FC     |  = 71/180     | runtime:  0.04

   73   |   45    |    GAP     |  = 437/1080     | runtime:  1.36

   74   |   45    |    MID     |  = 109/270     | runtime:  0.08

   76   |   45    |    INT        HALF        MID     |  = 73/180     | runtime:  0.06

   77   |   45    |    INT        HALF    |  = 71/180     | runtime:  0.41

   79   |   45    |    INT         MID     |  = 49/120     | runtime:  0.12

   82   |   45    |     FC     |  = 53/135     | runtime:  0.06

   83   |   45    |     FC     |  = 52/135     | runtime:  0.06

   86   |   45    |     FC     |  = 49/135     | runtime:  0.09

   88   |   45    |     FC     |  = 47/135     | runtime:  0.12

   89   |   45    |     FC     |  = 46/135     | runtime:  0.14

   91   |   45    |     FC     |  = 91/225     | runtime:  0.13

   92   |   45    |     FC     |  = 92/225     | runtime:  0.31

   94   |   45    |     FC     |  = 94/225     | runtime:  0.11

   97   |   45    |    GAP     |  = 349/810     | runtime:  6.04

   98   |   45    |    INT         MID     |  = 13/30     | runtime:  0.07

   101   |   45    |    INT         MID     |  = 98/225     | runtime:  0.10

   103   |   45    |     FC     |  = 77/180     | runtime:  0.09

   104   |   45    |     FC     |  = 19/45     | runtime:  0.06

   106   |   45    |     FC     |  = 37/90     | runtime:  0.06

   107   |   45    |     FC     |  = 73/180     | runtime:  0.78

   109   |   45    |     FC     |  = 71/180     | runtime:  3.47

   47   |   46    |    EBM         HBM     |  = 31/92     | runtime:  0.02

   49   |   46    |    EBM     |  = 31/92     | runtime:  0.08

   51   |   46    |    INT         EBM         MID     |  = 31/92     | runtime:  0.02

   53   |   46    |    GAP     |  = 79/230     | runtime:  0.12

   55   |   46    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.02

   57   |   46    |    INT         HBM         MID         GAP     |  = 8/23     | runtime:  0.05

   59   |   46    |    GAP     |  = 8/23     | runtime:  0.07

   61   |   46    |     FC         INT         EBM         MID         GAP     |  = 31/92     | runtime:  1.29

   63   |   46    |     FC         EBM     |  = 1/3     | runtime:  0.03

   65   |   46    |     FC         EBM     |  = 1/3     | runtime:  0.03

   67   |   46    |     FC         EBM     |  = 1/3     | runtime:  0.03

   71   |   46    |     FC     |  = 71/184     | runtime:  0.04

   73   |   46    |     FC     |  = 73/184     | runtime:  0.04

   75   |   46    |    GAP     |  = 28/69     | runtime:  0.06

   77   |   46    |    INT         MID     |  = 85/207     | runtime:  0.13

   79   |   46    |    INT        HALF        MID     |  = 28/69     | runtime:  0.05

   81   |   46    |    MID     |  = 113/276     | runtime:  0.09

   83   |   46    |     FC     |  = 55/138     | runtime:  0.05

   85   |   46    |     FC     |  = 53/138     | runtime:  0.07

   87   |   46    |     FC     |  = 17/46     | runtime:  0.04

   89   |   46    |     FC     |  = 49/138     | runtime:  0.18

   91   |   46    |     FC     |  = 47/138     | runtime:  0.15

   93   |   46    |     FC     |  = 93/230     | runtime:  0.14

   95   |   46    |     FC     |  = 19/46     | runtime:  0.05

   97   |   46    |     FC     |  = 97/230     | runtime:  0.09

   99   |   46    |    GAP     |  = 475/1104     | runtime:  21.36

   101   |   46    |    INT        HALF        MID     |  = 10/23     | runtime:  0.06

   103   |   46    |    INT        HALF        MID     |  = 10/23     | runtime:  0.08

   105   |   46    |     FC         INT         MID     |  = 79/184     | runtime:  1.83

   107   |   46    |     FC     |  = 77/184     | runtime:  0.14

   109   |   46    |     FC     |  = 75/184     | runtime:  0.42

